study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	read_count	experiment_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp
PRJNA335821	SAMN05467953	SRS1597778	SRX1995807	SRR3994741	1387628	Illumina HiSeq 2500 sequencing; vt_sup_h48 Superior Haploid 48 Leaf	vt_sup_h48_03	vt_sup_h48_03_R2.fastq.gz	154223439;151065840	fce1d88ead674dda3c4fde236d784c47;5133f9c054076adacf7e2dd1f073802a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994741/SRR3994741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994741/SRR3994741_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995808	SRR3994742	1439319	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_03	vt_sup_h53_03_R1.fastq.gz	156502006;159753996	da3a40b50ebd9cafacd0292f0f059dbb;dc876d8290324f35878ab91d0a036323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994742/SRR3994742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994742/SRR3994742_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995809	SRR3994743	1450225	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_04	vt_sup_h53_04_R2.fastq.gz	161137916;157259221	3e3fa78e695272a3f0dbb52c931d3125;51129bc4622bda1a7a62227c3c1f43f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994743/SRR3994743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994743/SRR3994743_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995810	SRR3994744	1442562	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_05	vt_sup_h53_05_R1.fastq.gz	156717500;160826225	573522fc6f6e1fffb1aa8523ca521124;41d9168cc6d68188e875b6966016f869	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994744/SRR3994744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994744/SRR3994744_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995811	SRR3994745	1416074	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_06	vt_sup_h53_06_R1.fastq.gz	153572124;157666116	dcb83170c840363bd2339cf021ce96a2;27b83fdcb0ab1469564a22970d30908b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994745/SRR3994745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994745/SRR3994745_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995812	SRR3994746	3153858	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_07	vt_sup_h53_07_R1.fastq.gz	326875084;329884504	32af3964d982c2bc26982c485cda6577;08a4e42d484d30a2723c45c9945a16f6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994746/SRR3994746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994746/SRR3994746_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995813	SRR3994747	3146239	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_08	vt_sup_h53_08_R1.fastq.gz	324438768;328467795	fdf8c55415f6f8e2f9ed250fc0dbe5d7;db226fc0654794458632aced24d1bc85	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994747/SRR3994747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994747/SRR3994747_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995814	SRR3994748	3157561	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_09	vt_sup_h53_09_R2.fastq.gz	331557183;327480778	b9a82e62b1912368efa8134c79402ee4;4b581baf78aaec9319f70551034bd907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994748/SRR3994748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994748/SRR3994748_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995815	SRR3994749	3128189	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_10	vt_sup_h53_10_R1.fastq.gz	322918806;327279955	f8f0936b0bfb9bdfab7397277c5277b5;2ba3ab7441169e6605b59f59db73173f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994749/SRR3994749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994749/SRR3994749_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995816	SRR3994750	3105081	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_11	vt_sup_h53_11_R1.fastq.gz	320452790;324624243	888928e5fb4c97b08b6701c2d8cf4442;35834c08936db116af191462f68fde85	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994750/SRR3994750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994750/SRR3994750_2.fastq.gz
PRJNA335821	SAMN05467959	SRS1597885	SRX1995817	SRR3994751	3121989	Illumina HiSeq 2500 sequencing; vt_sup_h53 Superior Haploid 53 Leaf	vt_sup_h53_12	vt_sup_h53_12_R2.fastq.gz	325622095;320270495	b795ad028df436e3b81ad4f4f49e1dfa;17e71653616abf8a0a8de006168ecd0f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994751/SRR3994751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994751/SRR3994751_2.fastq.gz
PRJNA335821	SAMN05467953	SRS1597778	SRX1995818	SRR3994752	1400360	Illumina HiSeq 2500 sequencing; vt_sup_h48 Superior Haploid 48 Leaf	vt_sup_h48_04	vt_sup_h48_04_R1.fastq.gz	152088553;155820764	52bc197a0642edd21c54e01a1fd2ea60;7302d1f41c7f3ca6c341eb48347ca537	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994752/SRR3994752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994752/SRR3994752_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995819	SRR3994753	1101344	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_01	vt_sup_h54_01_R1.fastq.gz	126483803;118230160	2d5479fb728502014af6ef6156a5223e;afd1c5a788f35debc268470a8f299797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994753/SRR3994753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994753/SRR3994753_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995820	SRR3994754	1472404	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_02	vt_sup_h54_02_R1.fastq.gz	158762834;165744094	504a080c044f983ad5debd7036d02056;2107ad8c861560bfed5ab148c1ef0198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994754/SRR3994754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994754/SRR3994754_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995821	SRR3994755	1508009	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_03	vt_sup_h54_03_R2.fastq.gz	168372333;163982863	bda6ae0caf6b06a68c356631620f1c7b;2891fbc9eae118b1146bb37db9108e08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994755/SRR3994755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994755/SRR3994755_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995822	SRR3994756	1522885	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_04	vt_sup_h54_04_R2.fastq.gz	170225255;165215585	107a364b1a4cc34d7b6232b2244c4cc8;b1f373a2fe1d3cc4224341f40c9b6549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994756/SRR3994756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994756/SRR3994756_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995823	SRR3994757	1564761	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_05	vt_sup_h54_05_R2.fastq.gz	174969514;169931348	6cb6692b2b45dc26e75d2bdf5c95ab93;59d58201b593b92e407407b54de8a2cb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994757/SRR3994757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994757/SRR3994757_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995824	SRR3994758	1528758	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_06	vt_sup_h54_06_R2.fastq.gz	170884375;165776962	0441ca7e6477652866075fdb249efc5b;9d3b63e5d6e1305639eb98cd3165c9a1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994758/SRR3994758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994758/SRR3994758_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995825	SRR3994759	3174701	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_07	vt_sup_h54_07_R2.fastq.gz	332971446;327464468	bb79f47f20402739ed87e9112a8ed79e;3fa2b89cdd1a77c75c6f5401d9567487	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994759/SRR3994759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994759/SRR3994759_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995826	SRR3994760	3167374	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_08	vt_sup_h54_08_R2.fastq.gz	331561786;325277119	897d80494c07a8eb50129ecce09bdbc8;dd25a6cd75d998a106f70d0c34706b18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994760/SRR3994760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994760/SRR3994760_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995827	SRR3994761	3175175	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_09	vt_sup_h54_09_R1.fastq.gz	327965964;334339805	eb2dabad707259f3d9e9288c19896489;62bb24dd4dc3e718fd68c7c86277ff16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994761/SRR3994761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994761/SRR3994761_2.fastq.gz
PRJNA335821	SAMN05467960	SRS1597779	SRX1995828	SRR3994762	3151196	Illumina HiSeq 2500 sequencing; vt_sup_h54 Superior Haploid 54 Leaf	vt_sup_h54_10	vt_sup_h54_10_R2.fastq.gz	330568766;323815583	859acb01eea98736933e3e36dc7406c9;6e696a64cdc2044b7516bcf7a001cf53	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994762/SRR3994762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994762/SRR3994762_2.fastq.gz
PRJNA335821	SAMN05467910	SRS1597894	SRX1995837	SRR3994771	1126164	Illumina HiSeq 2500 sequencing; vt_sup_h1 Superior Haploid 1 Leaf	vt_sup_h1_01	vt_sup_h1_01_R2.fastq.gz	120719755;129542105	482e06ce41065b51ffc8207b0255e306;d071ee0594cc6a814a57b4b40d10cd64	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994771/SRR3994771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994771/SRR3994771_2.fastq.gz
PRJNA335821	SAMN05467910	SRS1597894	SRX1995838	SRR3994772	1496467	Illumina HiSeq 2500 sequencing; vt_sup_h1 Superior Haploid 1 Leaf	vt_sup_h1_02	vt_sup_h1_02_R2.fastq.gz	167221771;161284211	2948d42d09c3ab49daa3d185db5b2de7;d235f14b47b0b66c0d1b328d27576103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994772/SRR3994772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994772/SRR3994772_2.fastq.gz
PRJNA335821	SAMN05467910	SRS1597894	SRX1995839	SRR3994773	3065637	Illumina HiSeq 2500 sequencing; vt_sup_h1 Superior Haploid 1 Leaf	vt_sup_h1_11	vt_sup_h1_11_R1.fastq.gz	316531036;321509696	da69b498a7987d5cd96b4ede28e13f7a;5cb180cab5dd7d7cfabfc265c9e09512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994773/SRR3994773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994773/SRR3994773_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995840	SRR3994774	1101514	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_05	vt_sup_h14_05_R1.fastq.gz	119814255;122959133	3d6edf88d8628cd4930f95f6ed197bc4;98a81a4397d99e67cda7d5ad3b5d1901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994774/SRR3994774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994774/SRR3994774_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995841	SRR3994775	1079415	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_06	vt_sup_h14_06_R2.fastq.gz	120324932;117140399	8000dbab07a62b4ad9d3883861bd39c2;0d20de2fd9a066fefc4b7563c03c9ced	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994775/SRR3994775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994775/SRR3994775_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995842	SRR3994776	2442785	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_07	vt_sup_h14_07_R1.fastq.gz	249856551;255922744	8898b1a04158746a0f5fad580a9aaae0;42487448ab76544db1dbecc79016f0d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994776/SRR3994776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994776/SRR3994776_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995843	SRR3994777	2428830	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_08	vt_sup_h14_08_R2.fastq.gz	254015233;247605633	d8abf5370a8e3b81ecc46c9f434c2c08;dfe390c73942a06ca8efeab340da9aad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994777/SRR3994777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994777/SRR3994777_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995844	SRR3994778	2443464	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_09	vt_sup_h14_09_R2.fastq.gz	256881139;250354452	2e9f871b4225d1ce8684ad6ea9c07f18;c17e2259b7771ca2cda90c6389cca2d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994778/SRR3994778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994778/SRR3994778_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995845	SRR3994779	2422645	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_10	vt_sup_h14_10_R2.fastq.gz	253755544;246945729	1d55976422c744f872a0a27ecd8c96b8;63c9c1834b83a442b40138e9cc2d0f67	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994779/SRR3994779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994779/SRR3994779_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995846	SRR3994780	2399081	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_11	vt_sup_h14_11_R1.fastq.gz	244530837;251191463	47d57ce9a39eea5bed32f7a62b96bb98;6797aa8987d83738374533a3b1b9feb2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994780/SRR3994780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994780/SRR3994780_2.fastq.gz
PRJNA335821	SAMN05467918	SRS1597895	SRX1995847	SRR3994781	2414651	Illumina HiSeq 2500 sequencing; vt_sup_h14 Superior Haploid 14 Leaf	vt_sup_h14_12	vt_sup_h14_12_R1.fastq.gz	244599116;252360830	8bf88a5e83f0b33a727c5391537fe951;bbef2c32417dff134b2b7407856d1ff6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994781/SRR3994781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994781/SRR3994781_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995848	SRR3994782	1367697	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_01	vt_sup_h15_01_R1.fastq.gz	156191915;144919686	92cc539b747d39005d1bef74470ae878;9678b97a16b825748219fc802473cc39	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994782/SRR3994782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994782/SRR3994782_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995849	SRR3994783	1756496	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_02	vt_sup_h15_02_R2.fastq.gz	194689532;188975123	018eb23b1a4a5e411dae66ffc38c8085;405bcd5a39679bb11b674db019697ee4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994783/SRR3994783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994783/SRR3994783_2.fastq.gz
PRJNA335821	SAMN05467910	SRS1597894	SRX1995850	SRR3994784	3080367	Illumina HiSeq 2500 sequencing; vt_sup_h1 Superior Haploid 1 Leaf	vt_sup_h1_12	vt_sup_h1_12_R2.fastq.gz	322346156;316048678	ce0f50319dca0a359f7bc8d247e21e65;df890836bf17d13d0139866b6c22ff48	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994784/SRR3994784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994784/SRR3994784_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995851	SRR3994785	1816804	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_03	vt_sup_h15_03_R2.fastq.gz	200369039;197171128	cbf0ba7ae4a3c6c1ba5749286d00a590;93873dae441e8bf1b963a42f7ff158de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994785/SRR3994785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994785/SRR3994785_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995852	SRR3994786	1827767	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_04	vt_sup_h15_04_R1.fastq.gz	197804095;201746475	dc71fa1135b51a3be2b3576383a83e28;c57254a20958762b3602131957dde4f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994786/SRR3994786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994786/SRR3994786_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995853	SRR3994787	1832488	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_05	vt_sup_h15_05_R2.fastq.gz	202742635;198618629	82e2e489298650471cf391a37fc34661;6fcfa156b9e591929819f4df990a9418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994787/SRR3994787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994787/SRR3994787_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995854	SRR3994788	1790125	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_06	vt_sup_h15_06_R1.fastq.gz	193736454;197914717	69a8a5db20f2afa25d4f3fa33a4f0644;48904d160cce78512e2def3630da6f2c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994788/SRR3994788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994788/SRR3994788_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995855	SRR3994789	3894085	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_07	vt_sup_h15_07_R1.fastq.gz	399302163;400849240	4602cb4c61ba9faf1b5050e3db23a5b2;f2f2d6036ea1bc0ad7d438adda13af23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994789/SRR3994789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994789/SRR3994789_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995856	SRR3994790	3888233	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_08	vt_sup_h15_08_R1.fastq.gz	396674051;399524823	536bc92db970084be810b12d429f3b76;563752c5f1b2b6842c6a6a3b7d31290a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994790/SRR3994790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994790/SRR3994790_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995857	SRR3994791	3896200	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_09	vt_sup_h15_09_R2.fastq.gz	402452740;399823750	12fffdb8e9e84e8e908497ae9858f928;6a5bccc5053279cf886c492e601b70e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994791/SRR3994791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994791/SRR3994791_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995858	SRR3994792	3869590	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_10	vt_sup_h15_10_R2.fastq.gz	398334601;395258465	6ecc44784191847191d94f8e71ec6b24;c45b2878f0d51673745f34145c3e75cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994792/SRR3994792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994792/SRR3994792_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995859	SRR3994793	3834468	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_11	vt_sup_h15_11_R2.fastq.gz	394520785;391648080	b5eef7010faf82fd280017f8852f7330;2878df6c7ca0292e1efbb97b3f010558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994793/SRR3994793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994793/SRR3994793_2.fastq.gz
PRJNA335821	SAMN05467919	SRS1597896	SRX1995860	SRR3994794	3856058	Illumina HiSeq 2500 sequencing; vt_sup_h15 Superior Haploid 15 Leaf	vt_sup_h15_12	vt_sup_h15_12_R2.fastq.gz	396247492;391587331	b9f7873654d5dbcd1fa67c9a1ed65ea6;4c8352b01110f44518f72079d555b065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994794/SRR3994794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994794/SRR3994794_2.fastq.gz
PRJNA335821	SAMN05467911	SRS1597897	SRX1995861	SRR3994795	1104697	Illumina HiSeq 2500 sequencing; vt_sup_h10 Superior Haploid 10 Leaf	vt_sup_h10_01	vt_sup_h10_01_R1.fastq.gz	126796216;118299600	92236046f67c19ea14e35be431315a70;c993f07ec2fedaf5658f39fef23d8669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994795/SRR3994795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994795/SRR3994795_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995862	SRR3994796	752852	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_01	vt_sup_h17_01_R2.fastq.gz	80527842;86724509	95edd2df3005d236a4fb1ff31b5f264a;5bafdfb55ebe44d584dcb51706b23155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994796/SRR3994796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994796/SRR3994796_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995863	SRR3994797	989216	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_02	vt_sup_h17_02_R2.fastq.gz	110436077;106789287	08963a6a22901d09d434c8ffec5bbfde;8e585d791fe65f9b2d3a3f1bad452daa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994797/SRR3994797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994797/SRR3994797_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995864	SRR3994798	987866	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_03	vt_sup_h17_03_R2.fastq.gz	109695550;107498978	c13d59028c53627b24438cde606e9e7c;1c45aeceb2203a727a4b4864062f6b0a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994798/SRR3994798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994798/SRR3994798_2.fastq.gz
